,id,name,position,dateOfBirth,nationality,club
26,49307,Eldor Shomurodov,Offence,1995-06-29,Uzbekistan,Cagliari
27,171122,Zito Luvumbo,Offence,2002-03-09,Angola,Cagliari
28,246153,Kingstone Mutandwa,Offence,2003-01-05,Zambia,Cagliari
29,246156,Alessandro Vinciguerra,Offence,2005-08-18,Italy,Cagliari
0,2580,Nicola Leali,Goalkeeper,1993-02-17,Italy,Genoa
1,75224,Daniele Sommariva,Goalkeeper,1997-07-18,Italy,Genoa
2,76696,Franz Stolz,Goalkeeper,2001-02-14,Austria,Genoa
3,101415,Josep Martinez,Goalkeeper,1998-05-27,Spain,Genoa
4,227020,Simone Calvani,Goalkeeper,2005-10-01,Italy,Genoa
5,1939,Mattia Bani,Defence,1993-12-10,Italy,Genoa
6,2443,Stefano Sabelli,Defence,1993-01-13,Italy,Genoa
7,7466,Ridgeciano Haps,Defence,1993-06-12,Suriname,Genoa
8,32701,Aaron Martín,Defence,1997-04-22,Spain,Genoa
9,39330,Johan Vásquez,Defence,1998-10-22,Mexico,Genoa
10,80775,Djed Spence,Defence,2000-08-09,England,Genoa
11,81998,Alessandro Vogliacco,Defence,1998-09-14,Italy,Genoa
12,153556,Koni De Winter,Defence,2002-06-12,Belgium,Genoa
13,176891,Giorgio Cittadini,Defence,2002-04-18,Italy,Genoa
14,191042,Alan Matturro,Defence,2004-10-11,Uruguay,Genoa
15,244673,Tommaso Pittino,Defence,2005-01-01,Italy,Genoa
16,1779,Milan Badelj,Midfield,1989-02-25,Croatia,Genoa
17,1812,Kevin Strootman,Midfield,1990-02-13,Netherlands,Genoa
18,7421,Morten Thorsby,Midfield,1996-05-05,Norway,Genoa
19,24119,Morten Frendrup,Midfield,2001-04-07,Denmark,Genoa
20,38409,Emil Bohinen,Midfield,1999-03-12,Norway,Genoa
21,179561,Ruslan Malinovskiy,Midfield,1993-05-04,Ukraine,Genoa
22,242561,Christos Papadopoulos,Midfield,2004-11-01,Greece,Genoa
23,244738,Riccardo Arboscello,Midfield,2005-12-10,Italy,Genoa
24,3851,Albert Guðmundsson,Offence,1997-06-15,Iceland,Genoa
25,4165,Caleb Ekuban,Offence,1994-03-23,Ghana,Genoa
26,11710,Mateo Retegui,Offence,1999-04-29,Italy,Genoa
27,97869,Junior Messias,Offence,1991-05-13,Brazil,Genoa
28,178736,Vitinha,Offence,2000-03-15,Portugal,Genoa
29,212573,David Ankeye,Offence,2002-05-22,Nigeria,Genoa
30,228745,Yoan Bornosuzov,Offence,2004-01-09,Bulgaria,Genoa
0,2819,Raffaele Di Gennaro,Goalkeeper,1993-10-03,Italy,Inter
1,3087,Emil Audero,Goalkeeper,1997-01-18,Italy,Inter
2,3470,Yann Sommer,Goalkeeper,1988-12-17,Switzerland,Inter
3,217713,Alessandro Calligaris,Goalkeeper,2005-03-07,Italy,Inter
4,193,Yann Aurel Bisseck,Defence,2000-11-29,Germany,Inter
5,1834,Alessandro Bastoni,Defence,1999-04-13,Italy,Inter
6,2037,Juan Cuadrado,Defence,1988-05-26,Colombia,Inter
7,2053,Stefan de Vrij,Defence,1992-02-05,Netherlands,Inter
8,2180,Francesco Acerbi,Defence,1988-02-10,Italy,Inter
9,3364,Benjamin Pavard,Defence,1996-03-28,France,Inter
10,7417,Denzel Dumfries,Defence,1996-04-18,Netherlands,Inter
11,7900,Matteo Darmian,Defence,1989-12-02,Italy,Inter
12,30821,Federico Dimarco,Defence,1997-11-10,Italy,Inter
13,167689,Carlos Augusto Lobaton,Defence,1999-01-07,Brazil,Inter
14,217910,Giacomo Stabile,Defence,2005-04-12,Italy,Inter
15,245198,Matteo Motta,Defence,2005-02-10,Italy,Inter
16,1754,Hakan Çalhanoğlu,Midfield,1994-02-08,Turkey,Inter
17,1911,Nicolò Barella,Midfield,1997-02-07,Italy,Inter
18,2197,Stefano Sensi,Midfield,1995-08-05,Italy,Inter
19,2200,Davide Frattesi,Midfield,1999-09-22,Italy,Inter
20,7795,Henrikh Mkhitaryan,Midfield,1989-01-21,Armenia,Inter
21,7841,Davy Klaassen,Midfield,1993-02-21,Netherlands,Inter
22,188920,Aleksandar Stankovic,Midfield,2005-08-03,Serbia,Inter
23,190998,Issiaka Kamate,Midfield,2004-08-02,France,Inter
24,206715,Ebenezer Akinsanmiro,Midfield,2004-11-25,Nigeria,Inter
25,3220,Lautaro Martínez,Offence,1997-08-22,Argentina,Inter
26,7911,Alexis Sánchez,Offence,1988-12-19,Chile,Inter
27,8223,Marko Arnautovic,Offence,1989-04-19,Austria,Inter
28,8685,Marcus Thuram-Ulien,Offence,1997-08-06,France,Inter
29,113175,Tajon Buchanan,Offence,1999-02-08,Canada,Inter
30,154733,Kristjan Asllani,Offence,2002-03-09,Albania,Inter
31,217581,Amadou Sarr,Offence,2004-06-28,Senegal,Inter
0,1959,Mattia Perin,Goalkeeper,1992-11-10,Italy,Juventus
1,2022,Wojciech Szczęsny,Goalkeeper,1990-04-18,Poland,Juventus
2,2023,Carlo Pinsoglio,Goalkeeper,1990-03-16,Italy,Juventus
3,156656,Giovanni Garofani,Goalkeeper,2002-10-20,Italy,Juventus
4,189897,Simone Scaglia,Goalkeeper,2004-07-12,Italy,Juventus
5,191638,Giovanni Daffara,Goalkeeper,2004-12-05,Italy,Juventus
6,1106,Bremer,Defence,1997-03-18,Brazil,Juventus
7,2027,Daniele Rugani,Defence,1994-07-29,Italy,Juventus
8,2028,Alex Sandro,Defence,1991-01-26,Brazil,Juventus
9,2030,Mattia De Sciglio,Defence,1992-10-20,Italy,Juventus
10,7881,Danilo,Defence,1991-07-15,Brazil,Juventus
11,37134,Tiago Djaló,Defence,2000-04-09,Portugal,Juventus
12,124865,Andrea Cambiaso,Defence,2000-02-20,Italy,Juventus
13,140269,Carlos Alcaraz,Defence,2002-11-30,Argentina,Juventus
14,153130,Federico Gatti,Defence,1998-06-24,Italy,Juventus
15,189153,Tarik Muharemović,Defence,2003-02-28,Bosnia-Herzegovina,Juventus
16,246656,Pedro Felipe,Defence,2004-05-23,Brazil,Juventus
17,1751,Manuel Locatelli,Midfield,1998-01-08,Italy,Juventus
18,1780,Federico Chiesa,Midfield,1997-10-25,Italy,Juventus
19,3366,Paul Pogba,Midfield,1993-03-15,France,Juventus
20,3368,Adrien Rabiot,Midfield,1995-04-03,France,Juventus
21,3446,Filip Kostić,Midfield,1992-11-01,Serbia,Juventus
22,6507,Weston McKennie,Midfield,1998-08-28,USA,Juventus
23,97879,Nicolò Fagioli,Midfield,2001-02-12,Italy,Juventus
24,161142,Fabio Miretti,Midfield,2003-08-03,Italy,Juventus
25,191712,Kenan Yıldız,Midfield,2005-05-04,Turkey,Juventus
26,202420,Joseph Boende,Midfield,2005-05-15,Belgium,Juventus
27,217676,Luis Hasa,Midfield,2004-01-06,Italy,Juventus
28,2105,Arkadiusz Milik,Offence,1994-02-28,Poland,Juventus
29,2171,Moise Kean,Offence,2000-02-28,Italy,Juventus
30,8492,Tim Weah,Offence,2000-02-22,USA,Juventus
31,82002,Dušan Vlahović,Offence,2000-01-28,Serbia,Juventus
32,97894,Hans Nicolussi Caviglia,Offence,2000-06-18,Italy,Juventus
33,151247,Tommaso Mancini,Offence,2004-07-23,Italy,Juventus
34,158895,Leonardo Cerri,Offence,2003-03-04,Italy,Juventus
35,182274,Samuel Iling-Junior,Forward,2003-10-04,England,Juventus
0,2083,Luigi Sepe,Goalkeeper,1991-05-08,Italy,Lazio
1,2475,Ivan Provedel,Goalkeeper,1994-03-17,Italy,Lazio
2,43190,Christos Mandas,Goalkeeper,2001-09-17,Greece,Lazio
3,187110,Federico Magro,Goalkeeper,2005-01-10,Italy,Lazio
4,192109,Davide Renzetti,Goalkeeper,2006-06-09,Italy,Lazio
5,1740,Alessio Romagnoli,Defence,1995-01-12,Italy,Lazio
6,1803,Luca Pellegrini,Defence,1999-03-07,Italy,Lazio
7,2065,Patric,Defence,1993-04-17,Spain,Lazio
8,2069,Adam Marušić,Defence,1992-10-17,Montenegro,Lazio
9,2088,Elseid Hysaj,Defence,1994-02-02,Albania,Lazio
10,2358,Manuel Lazzari,Defence,1993-11-29,Italy,Lazio
11,56645,Nicolò Casale,Defence,1998-02-14,Italy,Lazio
12,180139,Gila,Defence,2000-08-29,Spain,Lazio
13,192110,Fabio Ruggeri,Defence,2004-12-13,Italy,Lazio
14,600,Mattéo Guendouzi,Midfield,1999-04-14,France,Lazio
15,2009,Matías Vecino,Midfield,1991-08-24,Uruguay,Lazio
16,2060,Felipe Anderson,Midfield,1993-04-15,Brazil,Lazio
17,2158,Mattia Zaccagni,Midfield,1995-06-16,Italy,Lazio
18,2329,Danilo Cataldi,Midfield,1994-08-06,Italy,Lazio
19,2331,Cristiano Lombardi,Midfield,1995-08-19,Italy,Lazio
20,6716,Daichi Kamada,Midfield,1996-08-05,Japan,Lazio
21,81941,Anderson Lima,Midfield,1999-09-23,Italy,Lazio
22,111220,Nicolò Rovella,Midfield,2001-12-04,Italy,Lazio
23,191417,Diego González,Midfield,2003-01-07,Paraguay,Lazio
24,244837,Matteo Duțu,Midfield,2005-11-23,Romania,Lazio
25,247079,Luca Napolitano,Midfield,2004-01-10,Italy,Lazio
26,248090,Larsson Coulibaly,Midfield,2003-04-17,Ivory Coast,Lazio
27,2076,Ciro Immobile,Offence,1990-02-20,Italy,Lazio
28,2077,Luis Alberto,Offence,1992-11-28,Spain,Lazio
29,7818,Pedro,Offence,1987-07-28,Spain,Lazio
30,28416,Valentín Castellanos,Offence,1998-10-03,Argentina,Lazio
31,128007,Gustav Isaksen,Offence,2001-04-19,Denmark,Lazio
32,217916,Saná Fernandes,Offence,2006-03-10,Portugal,Lazio
0,1829,Pierluigi Gollini,Goalkeeper,1995-03-18,Italy,Napoli
1,2344,Alex Meret,Goalkeeper,1997-03-22,Italy,Napoli
2,74378,Nikita Contini Baranovsky,Goalkeeper,1996-05-21,Italy,Napoli
3,137818,Hubert Idasiak,Goalkeeper,2002-02-03,Poland,Napoli
4,2090,Mário Rui,Defence,1991-05-27,Portugal,Napoli
5,2386,Pasquale Mazzocchi,Defence,1995-07-27,Italy,Napoli
6,2487,Giovanni Di Lorenzo,Defence,1993-08-04,Italy,Napoli
7,23127,Amir Rrahmani,Defence,1994-02-24,Kosovo,Napoli
8,32754,Mathías Olivera,Defence,1997-10-31,Uruguay,Napoli
9,44032,Leo Østigård,Defence,1999-11-28,Norway,Napoli
10,138031,Natan,Defence,2001-02-06,Brazil,Napoli
11,161310,Juan Jesus,Defence,1991-06-10,Brazil,Napoli
12,221253,Luigi D'Avino,Defence,2005-12-08,Italy,Napoli
13,2097,Piotr Zieliński,Midfield,1994-05-20,Poland,Napoli
14,2193,Matteo Politano,Midfield,1993-08-03,Italy,Napoli
15,2499,Hamed Traoré,Midfield,2000-02-16,Ivory Coast,Napoli
16,3659,Leander Dendoncker,Midfield,1995-04-15,Belgium,Napoli
17,8354,André Zambo Anguissa,Midfield,1995-11-16,Cameroon,Napoli
18,9544,Diego Demme,Midfield,1991-11-21,Germany,Napoli
19,31676,Jens Cajuste,Midfield,1999-08-10,Sweden,Napoli
20,33628,Stanislav Lobotka,Midfield,1994-11-25,Slovakia,Napoli
21,81973,Jesper Lindstrøm,Midfield,2000-02-29,Denmark,Napoli
22,217548,Lorenzo Russo,Midfield,2005-04-19,Italy,Napoli
23,246104,Francesco Gioielli,Midfield,2004-02-26,Italy,Napoli
24,1789,Giovanni Simeone,Offence,1995-07-05,Argentina,Napoli
25,9434,Victor Osimhen,Offence,1998-12-29,Nigeria,Napoli
26,99859,Cyril Ngonge,Offence,2000-05-26,Belgium,Napoli
27,113285,Khvicha Kvaratskhelia,Offence,2001-02-12,Georgia,Napoli
28,114117,Giacomo Raspadori,Offence,2000-02-18,Italy,Napoli
0,1993,Daniele Padelli,Goalkeeper,1985-10-25,Italy,Udinese
1,2143,Marco Silvestri,Goalkeeper,1991-03-02,Italy,Udinese
2,65480,Maduka Okoye,Goalkeeper,1999-08-28,Nigeria,Udinese
3,215584,Joel Malusà,Goalkeeper,2007-03-28,Italy,Udinese
4,221765,Federico Mosca,Goalkeeper,2005-08-08,Italy,Udinese
5,777,Enzo Ebosse,Defence,1999-03-11,Cameroon,Udinese
6,822,Hassane Kamara,Defence,1994-03-05,Ivory Coast,Udinese
7,7710,Kingsley Ehizibue,Defence,1995-05-25,Nigeria,Udinese
8,8111,Christian Kabasele,Defence,1991-02-24,Belgium,Udinese
9,45671,Nehuén Pérez,Defence,2000-06-24,Argentina,Udinese
10,74688,Jaka Bijol,Defence,1999-02-05,Slovenia,Udinese
11,99311,Jordan Zemura,Defence,1999-11-14,Zimbabwe,Udinese
12,125700,João Ferreira,Defence,2001-03-22,Portugal,Udinese
13,151299,Thomas Kristensen,Defence,2002-01-17,Denmark,Udinese
14,157330,Festy Ebosele,Defence,2002-08-02,Ireland,Udinese
15,169269,Lautaro Giannetti,Defence,1993-11-13,Argentina,Udinese
16,175822,Antonio Tikvic,Defence,2004-04-21,Croatia,Udinese
17,187208,James Abankwah,Defence,2004-01-16,Ireland,Udinese
18,215582,Samuel John Nwachukwu,Defence,2005-11-04,Nigeria,Udinese
19,6532,Walace,Midfield,1995-04-04,Brazil,Udinese
20,8120,Roberto Pereyra,Midfield,1991-01-07,Argentina,Udinese
21,10887,Sandi Lovric,Midfield,1998-03-28,Slovenia,Udinese
22,45711,Martín Payero,Midfield,1998-09-11,Argentina,Udinese
23,130420,Lazar Samardzic,Midfield,2002-02-24,Serbia,Udinese
24,150522,Oier Zarraga,Midfield,1999-01-04,Spain,Udinese
25,215588,David Pejičić,Midfield,2007-06-14,Slovenia,Udinese
26,217576,Bor Žunec,Midfield,2005-06-30,Slovenia,Udinese
27,1360,Brenner,Offence,2000-01-16,Brazil,Udinese
28,3370,Florian Thauvin,Offence,1993-01-26,France,Udinese
29,3896,Keinan Davis,Offence,1998-02-13,England,Udinese
30,8135,Gerard Deulofeu,Offence,1994-03-13,Spain,Udinese
31,11633,Isaac Success,Offence,1996-01-07,Nigeria,Udinese
32,40305,Lorenzo Lucca,Offence,2000-09-10,Italy,Udinese
0,1828,Etrit Berisha,Goalkeeper,1989-03-10,Albania,Empoli
1,40648,Samuele Perisan,Goalkeeper,1997-08-21,Italy,Empoli
2,82004,Elia Caprile,Goalkeeper,2001-08-25,Italy,Empoli
3,204342,Jacopo Seghetti,Goalkeeper,2005-02-17,Italy,Empoli
4,247357,Filippo Vertua,Goalkeeper,2006-01-01,Italy,Empoli
5,2120,Giuseppe Pezzella,Defence,1997-11-29,Italy,Empoli
6,2249,Bartosz Bereszyński,Defence,1992-07-12,Poland,Empoli
7,2483,Sebastiano Luperto,Defence,1996-09-06,Italy,Empoli
8,3385,Tyronne Ebuehi,Defence,1995-12-16,Nigeria,Empoli
9,4690,Liberato Cacace,Defence,2000-09-27,New Zealand,Empoli
10,23287,Ardian Ismajli,Defence,1996-09-30,Albania,Empoli
11,41093,Simone Bastoni,Defence,1996-11-05,Italy,Empoli
12,105441,Sebastian Walukiewicz,Defence,2000-04-05,Poland,Empoli
13,186532,Gabriele Indragoli,Defence,2004-02-20,Italy,Empoli
14,215525,Saba Goglichidze,Defence,2004-06-25,Georgia,Empoli
15,2362,Alberto Grassi,Midfield,1995-03-07,Italy,Empoli
16,9237,Răzvan Marin,Midfield,1996-05-23,Romania,Empoli
17,10202,Szymon Zurkowski,Midfield,1997-09-25,Poland,Empoli
18,16480,Viktor Kovalenko,Midfield,1996-02-14,Ukraine,Empoli
19,57805,Youssef Maleh,Midfield,1998-08-22,Morocco,Empoli
20,102363,Luca Belardinelli,Midfield,2001-03-14,Italy,Empoli
21,177054,Jacopo Fazzini,Midfield,2003-03-16,Italy,Empoli
22,245852,Andrea Sodero,Midfield,2004-08-07,Italy,Empoli
23,1888,Mattia Destro,Offence,1991-03-20,Italy,Empoli
24,2506,Francesco Caputo,Offence,1987-08-06,Italy,Empoli
25,2606,Alberto Cerri,Offence,1996-04-16,Italy,Empoli
26,117606,Nicolò Cambiaghi,Offence,2000-12-28,Italy,Empoli
27,152787,Matteo Cancellieri,Offence,2002-02-12,Italy,Empoli
28,171360,Herculano Nabian,Offence,2004-01-25,Portugal,Empoli
29,179540,Emmanuel Gyasi,Offence,1994-01-11,Ghana,Empoli
30,179624,M’Baye Niang,Offence,1994-12-19,Senegal,Empoli
31,188633,Stiven Shpendi,Offence,2003-05-19,Albania,Empoli
32,211542,Giacomo Corona,Offence,2004-02-24,Italy,Empoli
0,2439,Alessandro Berardi,Goalkeeper,1991-01-16,Italy,Verona
1,2891,Lorenzo Montipò,Goalkeeper,1996-02-20,Italy,Verona
2,42319,Simone Perilli,Goalkeeper,1995-01-07,Italy,Verona
3,92090,Mattia Chiesa,Goalkeeper,2000-07-16,Italy,Verona
4,724,Fabien Centonze,Defence,1996-01-16,France,Verona
5,2592,Giangiacomo Magnani,Defence,1995-10-04,Italy,Verona
6,4089,Ruben Vinagre,Defence,1999-04-09,Portugal,Verona
7,121860,Juan Cabal,Defence,2001-01-08,Colombia,Verona
8,176720,Diego Coppola,Defence,2003-12-28,Italy,Verona
9,213188,Paweł Dawidowicz,Defence,1995-05-20,Poland,Verona
10,1974,Darko Lazović,Midfield,1990-09-15,Serbia,Verona
11,6560,Ondrej Duda,Midfield,1994-12-15,Slovakia,Verona
12,6629,Suat Serdar,Midfield,1997-04-11,Germany,Verona
13,42760,Michael Folorunsho,Midfield,1998-02-07,Italy,Verona
14,137978,Tomáš Suslov,Midfield,2002-06-07,Slovakia,Verona
15,171370,Daniel Silva,Midfield,2000-04-11,Portugal,Verona
16,171448,Tijjani Noslin,Midfield,1999-07-07,Netherlands,Verona
17,187476,Reda Belahyane,Midfield,2004-06-01,France,Verona
18,204335,Joselito,Midfield,2004-02-09,Spain,Verona
19,215513,Nicola Patanè,Midfield,2004-03-23,Italy,Verona
20,221866,Nicolò Calabrese,Midfield,2004-11-16,Italy,Verona
21,2373,Federico Bonazzoli,Offence,1997-05-21,Italy,Verona
22,64267,Karol Świderski,Offence,1997-01-23,Poland,Verona
23,77237,Thomas Henry,Offence,1994-09-20,France,Verona
24,99512,Elayis Tavsan,Offence,2001-04-30,Netherlands,Verona
25,136910,Stefan Mitrović,Offence,2002-08-15,Serbia,Verona
26,140261,Juan Cruz,Offence,1999-07-19,Argentina,Verona
27,171027,Jackson Tchatchoua,Offence,2002-06-22,Belgium,Verona
28,192142,Alphadjo Cisse,Offence,2006-10-22,Italy,Verona
29,203887,Charlys,Offence,2004-02-19,Brazil,Verona
0,2856,Vincenzo Fiorillo,Goalkeeper,1990-01-13,Italy,Salernitana
1,8494,Benoît Costil,Goalkeeper,1987-07-03,France,Salernitana
2,181386,Francisco Ochoa,Goalkeeper,1985-07-14,Mexico,Salernitana
3,217716,Pasquale Allocca,Goalkeeper,2005-05-09,Italy,Salernitana
4,240201,Gregorio Salvati,Goalkeeper,2005-02-07,Italy,Salernitana
5,347,Jérôme Boateng,Defence,1988-09-03,Germany,Salernitana
6,1798,Kostas Manolas,Defence,1991-06-14,Greece,Salernitana
7,1800,Federico Fazio,Defence,1987-03-17,Argentina,Salernitana
8,2449,Norbert Gyömbér,Defence,1992-07-03,Slovakia,Salernitana
9,2996,Alessandro Zanoli,Defence,2000-10-03,Italy,Salernitana
10,8382,Junior Sambia,Defence,1996-09-07,France,Salernitana
11,25504,Domagoj Bradarić,Defence,1999-12-10,Croatia,Salernitana
12,43259,Triantafyllos Pasalidis,Defence,1996-07-19,Greece,Salernitana
13,137678,Lorenzo Pirola,Defence,2002-02-20,Italy,Salernitana
14,196495,Marco Pellegrino,Defence,2002-07-18,Argentina,Salernitana
15,215581,Emanuele Elia,Defence,2004-12-19,Italy,Salernitana
16,2005,Antonio Candreva,Midfield,1987-02-28,Italy,Salernitana
17,2834,Giulio Maggiore,Midfield,1998-03-12,Italy,Salernitana
18,8658,Lassana Coulibaly,Midfield,1996-04-10,Mali,Salernitana
19,23703,Toma Bašić,Midfield,1996-11-25,Croatia,Salernitana
20,98299,Boulaye Dia,Midfield,1996-11-16,Senegal,Salernitana
21,114136,Iron Gomis,Midfield,1999-11-08,France,Salernitana
22,169011,Agustin Martegani,Midfield,2000-03-20,Argentina,Salernitana
23,170394,Loum Tchaouna,Midfield,2003-09-08,France,Salernitana
24,206172,Andres Sfait,Midfield,2004-12-09,Romania,Salernitana
25,209139,Mateusz Łęgowski,Midfield,2003-01-29,Poland,Salernitana
26,213184,Niccolò Pierozzi,Midfield,2001-09-12,Italy,Salernitana
27,245692,Ciro Borrelli,Midfield,2006-01-09,Italy,Salernitana
28,1955,Emanuel Vignato,Offence,2000-04-28,Italy,Salernitana
29,2236,Simeon Nwankwo,Offence,1992-05-07,Nigeria,Salernitana
30,9306,Grigoris Kastanos,Offence,1998-01-30,Cyprus,Salernitana
31,41152,Shon Weissman,Offence,1996-02-14,Israel,Salernitana
32,128579,Mikael,Offence,1999-05-28,Brazil,Salernitana
33,212433,Chukwubuikem Ikwuemesi,Offence,2001-08-05,Nigeria,Salernitana
0,1768,Michele Cerofolini,Goalkeeper,1999-01-04,Italy,Frosinone
1,2374,Pierluigi Frattali,Goalkeeper,1985-12-01,Italy,Frosinone
2,41384,Stefano Turati,Goalkeeper,2001-09-05,Italy,Frosinone
3,172293,Lorenzo Palmisani,Goalkeeper,2004-01-01,Italy,Frosinone
4,1877,Simone Romagnoli,Defence,1990-02-09,Italy,Frosinone
5,2185,Pol Mikel Lirola,Defence,1997-08-13,Spain,Frosinone
6,2282,Kevin Bonifazi,Defence,1996-05-19,Italy,Frosinone
7,2795,Riccardo Marchizza,Defence,1998-03-26,Italy,Frosinone
8,42613,Emanuele Valeri,Defence,1998-12-07,Italy,Frosinone
9,101439,Caleb Okoli,Defence,2001-07-13,Italy,Frosinone
10,102973,Sergio Kalaj,Defence,2000-01-28,Albania,Frosinone
11,127143,Nadir Zortea,Defence,1999-06-19,Italy,Frosinone
12,136640,Ilario Monterisi,Defence,2001-12-19,Italy,Frosinone
13,148672,Anthony Oyono,Defence,2001-04-12,Gabon,Frosinone
14,203839,Mateus Lusuardi,Defence,2004-01-08,Brazil,Frosinone
15,214551,Daniel Macej,Defence,2004-04-29,Czech Republic,Frosinone
16,215511,Matjaž Kamenšek Pahič,Defence,2004-07-04,Slovenia,Frosinone
17,2196,Luca Mazzitelli,Midfield,1995-11-15,Italy,Frosinone
18,2803,Soufiane Bidaoui,Midfield,1990-04-20,Belgium,Frosinone
19,7763,Abdou Harroui,Midfield,1998-01-13,Morocco,Frosinone
20,40471,Francesco Gelli,Midfield,1996-10-15,Italy,Frosinone
21,99858,Marco Brescianini,Midfield,2000-01-20,Italy,Frosinone
22,123350,Reinier,Midfield,2002-01-19,Brazil,Frosinone
23,158894,Enzo Barrenechea,Midfield,2001-05-22,Argentina,Frosinone
24,176899,Arijon Ibrahimovic,Midfield,2005-12-11,Germany,Frosinone
25,188117,Isak Vural,Midfield,2006-05-28,Turkey,Frosinone
26,2883,Jaime Báez,Offence,1995-04-25,Uruguay,Frosinone
27,3014,Luca Garritano,Offence,1994-02-11,Italy,Frosinone
28,91310,Kaio Jorge,Offence,2002-01-24,Brazil,Frosinone
29,97309,Giuseppe Caso,Offence,1998-12-09,Italy,Frosinone
30,129808,Walid Cheddira,Offence,1998-01-22,Morocco,Frosinone
31,146269,Marvin Cuni,Offence,2001-07-10,Germany,Frosinone
32,151961,Demba Seck,Offence,2001-02-10,Senegal,Frosinone
33,171121,Matias Soule,Offence,2003-04-15,Argentina,Frosinone
34,211564,Giorgi Kvernadze,Offence,2003-02-07,Georgia,Frosinone
35,245324,Farés Ghedjemis,Offence,2002-09-06,France,Frosinone
0,1895,Alessio Cragno,Goalkeeper,1994-06-28,Italy,Sassuolo
1,2175,Gianluca Pegolo,Goalkeeper,1981-03-25,Italy,Sassuolo
2,2176,Andrea Consigli,Goalkeeper,1987-01-27,Italy,Sassuolo
3,185073,Daniel Theiner,Goalkeeper,2004-02-25,Italy,Sassuolo
4,218415,Alessandro Scacchetti,Goalkeeper,2005-02-22,Italy,Sassuolo
5,162,Jeremy Toljan,Defence,1994-08-08,Germany,Sassuolo
6,2151,Marash Kumbulla,Defence,2000-02-08,Albania,Sassuolo
7,38548,Marcus Pedersen,Defence,2000-07-16,Norway,Sassuolo
8,74268,Martin Erlic,Defence,1998-01-24,Croatia,Sassuolo
9,122407,Josh Doig,Defence,2002-01-01,Scotland,Sassuolo
10,131258,Ruan,Defence,1999-06-07,Brazil,Sassuolo
11,136628,Mattia Viti,Defence,2002-01-24,Italy,Sassuolo
12,175837,Filippo Missori,Defence,2004-03-24,Italy,Sassuolo
13,179539,Gianmarco Ferrari,Defence,1992-02-15,Italy,Sassuolo
14,206128,Matteo Falasca,Defence,2004-04-27,Italy,Sassuolo
15,244896,Seb Loeffen,Defence,2004-01-18,Netherlands,Sassuolo
16,1153,Matheus Henrique,Midfield,1997-12-19,Brazil,Sassuolo
17,2847,Samuele Mulattieri,Midfield,2000-10-07,Italy,Sassuolo
18,8210,Pedro Obiang,Midfield,1992-03-27,Equatorial Guinea,Sassuolo
19,30889,Nedim Bajrami,Midfield,1999-02-28,Albania,Sassuolo
20,44033,Kristian Thorstvedt,Midfield,1999-03-13,Norway,Sassuolo
21,147020,Daniel Boloca,Midfield,1998-12-22,Italy,Sassuolo
22,175891,Cristian Volpato,Midfield,2003-11-15,Australia,Sassuolo
23,176917,Justin Kumi,Midfield,2004-07-16,Italy,Sassuolo
24,189844,Luca Lipani,Midfield,2005-05-18,Italy,Sassuolo
25,1824,Gregoire Defrel,Offence,1991-06-17,Martinique,Sassuolo
26,2016,Andrea Pinamonti,Offence,1999-05-19,Italy,Sassuolo
27,2202,Domenico Berardi,Offence,1994-08-01,Italy,Sassuolo
28,8822,Armand Lauriente,Offence,1998-12-04,France,Sassuolo
29,16208,Emil Ceide,Offence,2001-09-03,Norway,Sassuolo
30,33126,Samu Castillejo,Offence,1995-01-18,Spain,Sassuolo
31,67704,Uroš Račić,Offence,1998-03-17,Serbia,Sassuolo
0,2275,Vanja Milinković-Savić,Goalkeeper,1997-02-20,Serbia,Torino
1,101392,Luca Gemello,Goalkeeper,2000-07-03,Italy,Torino
2,140195,Pietro Passador,Goalkeeper,2003-02-26,Italy,Torino
3,169137,Mihai Popa,Goalkeeper,2000-10-12,Romania,Torino
4,187568,Matteo Fiorenza,Goalkeeper,2003-06-15,Italy,Torino
5,220114,Matteo Brezzo,Goalkeeper,2005-06-13,Italy,Torino
6,1745,Ricardo Rodriguez,Defence,1992-08-25,Switzerland,Torino
7,1748,Raoul Bellanova,Defence,2000-05-17,Italy,Torino
8,1865,Adam Masina,Defence,1994-01-02,Morocco,Torino
9,2280,Alessandro Buongiorno,Defence,1999-06-06,Italy,Torino
10,6563,Valentino Lazaro,Defence,1996-03-24,Austria,Torino
11,8689,Koffi Djidji,Defence,1992-11-30,Ivory Coast,Torino
12,9204,Mërgim Vojvoda,Defence,1995-02-01,Kosovo,Torino
13,53469,Perr Schuurs,Defence,1999-11-26,Netherlands,Torino
14,118152,Matteo Lovato,Defence,2000-02-14,Italy,Torino
15,161083,Saba Sazonov,Defence,2002-02-01,Russia,Torino
16,218559,Alessandro Dellavalle,Defence,2004-05-11,Italy,Torino
17,246081,Vimoj Muntu Wa Mungu,Defence,2004-10-15,France,Torino
18,2258,Karol Linetty,Midfield,1995-02-02,Poland,Torino
19,7843,Nikola Vlašić,Midfield,1997-10-04,Croatia,Torino
20,8438,Adrien Tameze,Midfield,1994-02-04,France,Torino
21,67697,Ivan Ilić,Midfield,2001-03-17,Serbia,Torino
22,115245,Samuele Ricci,Midfield,2001-08-21,Italy,Torino
23,190831,Gvidas Gineitis,Midfield,2004-04-15,Lithuania,Torino
