,id,name,position,dateOfBirth,nationality,club
24,191428,Aaron Ciammaglichella,Midfield,2005-01-26,Italy,Torino
25,220113,Jacopo Antolini,Midfield,2004-01-10,Italy,Torino
26,246638,Comè Bianay Balcot,Midfield,2005-05-13,France,Torino
27,14,Antonio Sanabria,Offence,1996-03-04,Paraguay,Torino
28,2271,Duván Zapata,Offence,1991-04-01,Colombia,Torino
29,8768,Pietro Pellegri,Offence,2001-03-17,Italy,Torino
30,42179,David Okereke,Offence,1997-08-29,Nigeria,Torino
31,217926,Uroš Kabić,Offence,2004-01-01,Serbia,Torino
32,226987,Zannetos Savva,Offence,2005-11-26,Cyprus,Torino
33,246508,Alieu Njie,Offence,2005-05-14,Sweden,Torino
0,1769,Federico Brancolini,Goalkeeper,2001-07-14,Italy,Lecce
1,56649,Wladimiro Falcone,Goalkeeper,1995-04-12,Italy,Lecce
2,133202,Jasper Samooja,Goalkeeper,2003-07-21,Finland,Lecce
3,157189,Alexandru Borbei,Goalkeeper,2003-06-27,Romania,Lecce
4,2310,Lorenzo Venuti,Defence,1995-04-12,Italy,Lecce
5,8872,Ahmed Touba,Defence,1999-03-13,Algeria,Lecce
6,15110,Marin Pongračić,Defence,1997-09-11,Croatia,Lecce
7,42152,Kastriot Dermaku,Defence,1992-01-15,Kosovo,Lecce
8,77469,Antonino Gallo,Defence,2000-01-05,Italy,Lecce
9,86045,Federico Baschirotto,Defence,1996-09-20,Italy,Lecce
10,121279,Valentin Gendrey,Defence,2000-06-21,France,Lecce
11,171573,Daniel Samek,Defence,2004-02-19,Czech Republic,Lecce
12,211559,Patrick Dorgu,Defence,2004-10-26,Denmark,Lecce
13,818,Rémi Oudin,Midfield,1996-11-18,France,Lecce
14,8302,Alexis Blin,Midfield,1996-09-16,France,Lecce
15,70286,Ylber Ramadani,Midfield,1996-04-12,Albania,Lecce
16,116223,Santiago Pierotti,Midfield,2001-04-03,Argentina,Lecce
17,129319,Hamza Rafia,Midfield,1999-04-02,France,Lecce
18,170915,Mohamed Kaba,Midfield,2001-10-27,France,Lecce
19,175932,Joan Gonzalez,Midfield,2002-02-01,Spain,Lecce
20,184743,Jeppe Corfitzen,Midfield,2004-12-29,Denmark,Lecce
21,188103,Medon Berisha,Midfield,2003-10-21,Kosovo,Lecce
22,31881,Pontus Almqvist,Offence,1999-07-10,Sweden,Lecce
23,33129,Nicola Sansone,Offence,1991-09-10,Italy,Lecce
24,102591,Roberto Piccoli,Offence,2001-01-27,Italy,Lecce
25,120679,Nikola Krstović,Offence,2000-04-05,Montenegro,Lecce
26,121808,Lameck Banda,Offence,2001-01-29,Zambia,Lecce
27,172414,Rares Burnete,Offence,2004-01-31,Romania,Lecce
0,41381,Michele Di Gregorio,Goalkeeper,1997-07-27,Italy,Monza
1,41729,Stefano Gori,Goalkeeper,1996-03-09,Italy,Monza
2,127147,Alessandro Sorrentino,Goalkeeper,2002-04-03,Italy,Monza
3,165301,Andrea Mazza,Goalkeeper,2004-01-01,Italy,Monza
4,1962,Armando Izzo,Defence,1992-03-02,Italy,Monza
5,1971,Pedro Pereira,Defence,1998-01-22,Portugal,Monza
6,1995,Danilo D'Ambrosio,Defence,1988-09-09,Italy,Monza
7,6622,Giulio Donati,Defence,1990-02-05,Italy,Monza
8,7647,Pablo Marí,Defence,1993-08-31,Spain,Monza
9,9443,Luca Caldirola,Defence,1991-02-01,Italy,Monza
10,40611,Samuele Birindelli,Defence,1999-07-19,Italy,Monza
11,81468,Davide Bettella,Defence,2000-04-07,Italy,Monza
12,137506,Andrea Carboni,Defence,2001-02-04,Italy,Monza
13,179577,Giorgos Kyriakopoulos,Defence,1996-02-05,Greece,Monza
14,1852,Andrea Colpani,Midfield,1999-05-11,Italy,Monza
15,2006,Roberto Gagliardini,Midfield,1994-04-07,Italy,Monza
16,2836,Matteo Pessina,Midfield,1997-04-21,Italy,Monza
17,29230,Pepinho,Midfield,1996-08-14,Equatorial Guinea,Monza
18,136113,Daniel Maldini,Midfield,2001-10-11,Italy,Monza
19,156527,Warren Bondo,Midfield,2003-09-15,France,Monza
20,180333,Samuele Vignato,Midfield,2004-02-24,Italy,Monza
21,187371,Valentín Carboni,Midfield,2005-03-05,Italy,Monza
22,189196,Leonardo Colombo,Midfield,2005-06-04,Italy,Monza
23,189203,Andrea Ferraris,Midfield,2003-02-22,Italy,Monza
24,213187,Jean-Daniel Akpa-Akpro,Midfield,1992-10-11,Ivory Coast,Monza
25,213276,Papu Gómez,Midfield,1988-02-15,Argentina,Monza
26,246552,Matija Popović,Midfield,2006-01-08,Serbia,Monza
27,2107,Alessio Zerbin,Offence,1999-03-03,Italy,Monza
28,2270,Gianluca Caprari,Offence,1993-07-30,Italy,Monza
29,3040,Dany Mota Carvalho,Offence,1998-05-02,Portugal,Monza
30,4409,Milan Đurić,Offence,1990-05-22,Bosnia-Herzegovina,Monza
31,42347,Patrick Ciurria,Offence,1995-02-09,Italy,Monza
32,144566,Lorenzo Colombo,Offence,2002-03-08,Italy,Monza
0,99,Przemysław Tytoń,Goalkeeper,1987-01-04,Poland,Twente
1,7286,Lars Unnerstall,Goalkeeper,1990-07-20,Germany,Twente
2,67882,Issam El Maach,Goalkeeper,2000-02-01,Morocco,Twente
3,179467,Sam Karssies,Goalkeeper,2003-02-26,Netherlands,Twente
4,7350,Robin Pröpper,Defence,1993-09-23,Netherlands,Twente
5,7438,Joshua Brenet,Defence,1994-03-20,Netherlands,Twente
6,31140,Alfons Sampsted,Defence,1998-04-06,Iceland,Twente
7,53430,Gijs Smal,Defence,1997-08-31,Netherlands,Twente
8,137693,Anass Salah-Eddine,Defence,2002-01-18,Netherlands,Twente
9,151518,Mees Hilgers,Defence,2001-05-13,Netherlands,Twente
10,154793,Max Bruns,Defence,2002-11-06,Netherlands,Twente
11,192148,Mats Rots,Defence,2006-03-11,Netherlands,Twente
12,192656,Alec Van Hoorenbeeck,Defence,1998-12-30,Belgium,Twente
13,203112,Juliën Mesbahi,Defence,2006-01-31,Netherlands,Twente
14,7425,Michel Vlap,Midfield,1997-06-02,Netherlands,Twente
15,7560,Carel Eiting,Midfield,1998-02-11,Netherlands,Twente
16,7592,Mitchell van Bergen,Midfield,1999-08-27,Netherlands,Twente
17,67970,Michal Sadílek,Midfield,1999-05-31,Czech Republic,Twente
18,80161,Sem Steijn,Midfield,2001-11-17,Netherlands,Twente
19,128457,Mathias Kjølø,Midfield,2001-06-27,Norway,Twente
20,137026,Naci Ünüvar,Midfield,2003-06-13,Turkey,Twente
21,142087,Youri Regeer,Midfield,2003-08-18,Netherlands,Twente
22,186400,Younes Taha,Midfield,2002-11-27,Morocco,Twente
23,203070,Gijs Besselink,Midfield,2004-06-16,Netherlands,Twente
24,7703,Myron Boadu,Offence,2001-01-14,Netherlands,Twente
25,16061,Ricky van Wolfswinkel,Offence,1989-01-27,Netherlands,Twente
26,153600,Daan Rots,Offence,2001-07-25,Netherlands,Twente
27,246352,Lucas Vennegoor of Hesselink,Offence,2006-03-14,Netherlands,Twente
0,7543,Norbert Alblas,Goalkeeper,1994-12-12,Netherlands,Excelsior
1,53496,Stijn van Gassel,Goalkeeper,1996-10-18,Netherlands,Excelsior
2,151104,Pascal Kuiper,Goalkeeper,2004-03-17,Netherlands,Excelsior
3,7415,Kik Pierie,Defence,2000-07-20,Netherlands,Excelsior
4,8902,Siebe Horemans,Defence,1998-06-02,Belgium,Excelsior
5,9783,Sven Nieuwpoort,Defence,1993-04-13,Netherlands,Excelsior
6,67939,Redouan El Yaakoubi,Defence,1996-01-25,Netherlands,Excelsior
7,117956,Arthur Zagre,Defence,2001-10-04,France,Excelsior
8,126872,Ian Smeulers,Defence,2000-01-12,Netherlands,Excelsior
9,144629,Casper Widell,Defence,2003-05-05,Sweden,Excelsior
10,154707,Serano Seymor,Defence,2002-01-04,Netherlands,Excelsior
11,172448,Mimeirhel Benita,Defence,2003-11-17,Netherlands,Excelsior
12,244902,Siem de Moes,Defence,2004-02-17,Netherlands,Excelsior
13,3713,Yassin Ayoub,Midfield,1994-03-06,Morocco,Excelsior
14,67919,Kenzo Goudmijn,Midfield,2001-12-18,Netherlands,Excelsior
15,81053,Lance Duijvestijn,Midfield,1999-01-15,Netherlands,Excelsior
16,147773,Cisse Sandra,Midfield,2003-12-16,Belgium,Excelsior
17,149054,Julian Baas,Midfield,2002-04-16,Netherlands,Excelsior
18,159299,Oscar Uddenäs,Midfield,2002-08-17,Sweden,Excelsior
19,171427,Derensili Sanches Fernandes,Midfield,2001-05-28,Netherlands,Excelsior
20,171956,Lennard Hartjes,Midfield,2003-04-07,Netherlands,Excelsior
21,176996,Raphael Eyongo,Midfield,2003-05-21,Netherlands,Excelsior
22,179498,Noah Naujoks,Midfield,2002-05-02,Netherlands,Excelsior
23,245618,Cedric Hatenboer,Midfield,2005-03-19,Netherlands,Excelsior
24,7341,Mike van Duinen,Offence,1991-11-06,Netherlands,Excelsior
25,42931,Lazaros Lamprou,Offence,1997-12-19,Greece,Excelsior
26,124813,Jacky Donkor,Offence,1998-11-12,Belgium,Excelsior
27,131041,Troy Parrott,Offence,2002-02-04,Ireland,Excelsior
28,150536,Couhaib Driouech,Offence,2002-04-17,Morocco,Excelsior
29,202295,Richie Omorowa,Offence,2004-03-30,Sweden,Excelsior
0,7345,Michael Brouwer,Goalkeeper,1993-01-21,Netherlands,Heracles
1,9849,Robin Jalving,Goalkeeper,2000-04-11,Netherlands,Heracles
2,67930,Fabian de Keijzer,Goalkeeper,2000-05-10,Netherlands,Heracles
3,177975,Timo Jansink,Goalkeeper,2003-03-16,Netherlands,Heracles
4,396,Justin Hoogma,Defence,1998-06-11,Netherlands,Heracles
5,6708,Jetro Willems,Defence,1994-03-30,Netherlands,Heracles
6,67889,Navajo Bakboord,Defence,1999-01-29,Suriname,Heracles
7,75779,Sven Sonnenberg,Defence,1999-01-19,Germany,Heracles
8,77028,Kelvin Leerdam,Defence,1990-06-24,Suriname,Heracles
9,81083,Sylian Mokono,Defence,1999-03-22,Netherlands,Heracles
10,118819,Jannes Wieckhoff,Defence,2000-08-02,Germany,Heracles
11,124691,Ruben Roosken,Defence,2000-03-02,Netherlands,Heracles
12,150521,Sava Cestic,Defence,2001-02-19,Serbia,Heracles
13,154108,Fredrik Oppegard,Defence,2002-08-07,Norway,Heracles
14,179514,Chiel Olde Keizer,Defence,2003-03-17,Netherlands,Heracles
15,213284,Stijn Bultman,Defence,2005-01-29,Netherlands,Heracles
16,246484,Tim Geypens,Defence,2005-06-20,Netherlands,Heracles
17,205,Anas Ouahim,Midfield,1997-09-23,Morocco,Heracles
18,7424,Jordy Bruijn,Midfield,1996-07-23,Netherlands,Heracles
19,7473,Emil Hansson,Midfield,1998-06-15,Sweden,Heracles
20,7528,Ajdin Hrustic,Midfield,1996-07-05,Australia,Heracles
21,7596,Thomas Bruns,Midfield,1992-01-07,Netherlands,Heracles
22,7692,Marko Vejinović,Midfield,1990-02-03,Netherlands,Heracles
23,115443,Brian De Keersmaecker,Midfield,2000-05-06,Belgium,Heracles
24,178569,Sem Scheperman,Midfield,2002-06-24,Netherlands,Heracles
25,188828,Lasse Wehmeyer,Midfield,2002-01-02,Germany,Heracles
26,7235,Mario Engels,Offence,1993-10-22,Germany,Heracles
27,7432,Jizz Hornkamp,Offence,1998-03-07,Netherlands,Heracles
28,67975,Nikolai Laursen,Offence,1998-02-19,Denmark,Heracles
29,130178,Bryan Limbombe,Offence,2001-05-14,Belgium,Heracles
30,156949,Mohamed Sankoh,Offence,2003-10-16,Netherlands,Heracles
31,192611,Diego van Oorschot,Offence,2004-09-25,Netherlands,Heracles
0,3053,Andries Noppert,Goalkeeper,1994-04-07,Netherlands,Heerenveen
1,7410,Jan Bekkema,Goalkeeper,1996-04-09,Netherlands,Heerenveen
2,7704,Mickey van der Hart,Goalkeeper,1994-06-13,Netherlands,Heerenveen
3,191291,Bernt Klaverboer,Goalkeeper,2005-09-26,Netherlands,Heerenveen
4,6538,Mats Köhlert,Defence,1998-05-02,Germany,Heerenveen
5,7462,Sven van Beek,Defence,1994-07-28,Netherlands,Heerenveen
6,11010,Paweł Bochniewicz,Defence,1996-01-30,Poland,Heerenveen
7,126737,Denzel Hall,Defence,2001-05-22,Netherlands,Heerenveen
8,129928,Nathan Tjoe-A-On,Defence,2001-12-22,Netherlands,Heerenveen
9,129968,Hussein Ali,Defence,2002-03-01,Iraq,Heerenveen
10,149037,Syb Van Ottele,Defence,2002-02-02,Netherlands,Heerenveen
11,192209,Roan van der Plaat,Defence,2003-01-10,Netherlands,Heerenveen
12,7391,Thom Haye,Midfield,1995-02-09,Netherlands,Heerenveen
13,16903,Anas Tahiri,Midfield,1995-05-15,Belgium,Heerenveen
14,31250,Simon Olsson,Midfield,1997-09-14,Sweden,Heerenveen
15,53341,Luuk Brouwers,Midfield,1998-05-03,Netherlands,Heerenveen
16,84910,Ion Nicolăescu,Midfield,1998-09-07,Moldova,Heerenveen
17,137750,Patrik Wålemark,Midfield,2001-10-14,Sweden,Heerenveen
18,159073,Daniel Karlsbakk,Midfield,2003-04-07,Norway,Heerenveen
19,171623,Djenahro Nunumete,Midfield,2002-01-28,Netherlands,Heerenveen
20,179727,Charlie Webster,Midfield,2004-01-31,England,Heerenveen
21,214414,Oliver Braude,Midfield,2004-02-21,Norway,Heerenveen
22,214415,Espen van Ee,Midfield,2003-07-05,Netherlands,Heerenveen
23,214419,Melle Joop Witteveen,Midfield,2003-06-24,Netherlands,Heerenveen
24,7430,Pelle van Amersfoort,Offence,1996-04-01,Netherlands,Heerenveen
25,67896,Ché Nunnely,Offence,1999-02-04,Netherlands,Heerenveen
26,99722,Osame Sahraoui,Offence,2001-06-11,Norway,Heerenveen
27,188465,Amir Ismail,Offence,2004-12-22,Netherlands,Heerenveen
28,207569,Loizos Loizou,Offence,2003-07-18,Cyprus,Heerenveen
0,7250,Joël Drommel,Goalkeeper,1996-11-16,Netherlands,PSV
1,8420,Walter Benítez,Goalkeeper,1993-03-19,Argentina,PSV
2,15235,Boy Waterman,Goalkeeper,1984-01-24,Netherlands,PSV
3,168708,Kjell Peersman,Goalkeeper,2004-05-21,Belgium,PSV
4,172077,Niek Schiks,Goalkeeper,2004-02-03,Netherlands,PSV
5,846,Olivier Boscagli,Defence,1997-11-18,France,PSV
6,7443,Armando Obispo,Defence,1999-03-05,Netherlands,PSV
7,7451,Mauro Júnior,Defence,1999-05-06,Brazil,PSV
8,8146,Patrick van Aanholt,Defence,1990-08-29,Netherlands,PSV
9,16342,André Ramalho,Defence,1992-02-16,Brazil,PSV
10,67965,Jordan Teze,Defence,1999-09-30,Netherlands,PSV
11,97534,Sergiño Dest,Defence,2000-11-03,USA,PSV
12,111555,Armel Bella Kotchap,Defence,2001-12-11,Germany,PSV
13,137697,Shurandy Sambo,Defence,2001-08-19,Netherlands,PSV
14,7565,Noa Lang,Midfield,1999-06-17,Netherlands,PSV
15,7688,Guus Til,Midfield,1997-12-22,Netherlands,PSV
16,53426,Joey Veerman,Midfield,1998-11-19,Netherlands,PSV
17,130173,Ismael Saibari,Midfield,2001-01-28,Morocco,PSV
18,190468,Tygo Land,Midfield,2006-01-11,Netherlands,PSV
19,214386,Isaac Babadi,Midfield,2005-04-06,Netherlands,PSV
20,3306,Hirving Lozano,Offence,1995-07-30,Mexico,PSV
21,7452,Luuk de Jong,Offence,1990-08-27,Netherlands,PSV
22,9770,Jerdy Schouten,Offence,1997-01-12,Netherlands,PSV
23,119731,Ricardo Pepi,Offence,2003-01-09,USA,PSV
24,144470,Malik Tillman,Offence,2002-05-28,USA,PSV
25,154110,Johan Bakayoko,Offence,2003-04-20,Belgium,PSV
26,192302,Jesper Uneken,Offence,2004-08-09,Netherlands,PSV
0,7375,Timon Wellenreuther,Goalkeeper,1995-12-03,Germany,Feyenoord
1,7460,Justin Bijlow,Goalkeeper,1998-01-22,Netherlands,Feyenoord
2,7546,Kostas Lamprou,Goalkeeper,1991-09-18,Greece,Feyenoord
3,215555,Mannou Berger,Goalkeeper,2004-10-15,Netherlands,Feyenoord
4,217908,Mikki van Sas,Goalkeeper,2004-02-29,Netherlands,Feyenoord
5,7468,Lutsharel Geertruida,Defence,2000-07-18,Netherlands,Feyenoord
6,7471,Bart Nieuwkoop,Defence,1996-03-07,Netherlands,Feyenoord
7,10716,Gernot Trauner,Defence,1992-03-25,Austria,Feyenoord
8,15542,Dávid Hancko,Defence,1997-12-13,Slovakia,Feyenoord
9,58827,Marcos López,Defence,1999-11-20,Peru,Feyenoord
10,179504,Thomas Beelen,Defence,2001-06-11,Netherlands,Feyenoord
11,186534,Givairo Read,Defence,2004-02-20,Netherlands,Feyenoord
12,187219,Quilindschy Hartman,Defence,2001-11-14,Netherlands,Feyenoord
13,23213,Luka Ivanušec,Midfield,1998-11-26,Croatia,Feyenoord
14,62596,Ondřej Lingr,Midfield,1998-10-07,Czech Republic,Feyenoord
15,79901,Thomas van den Belt,Midfield,2001-06-18,Netherlands,Feyenoord
16,97505,Mats Wieffer,Midfield,1999-11-16,Netherlands,Feyenoord
17,97536,Quinten Timber,Midfield,2001-06-17,Netherlands,Feyenoord
18,124715,Ramiz Zerrouki,Midfield,1998-05-26,Algeria,Feyenoord
19,171965,Antoni Milambo,Midfield,2005-04-03,Netherlands,Feyenoord
20,187482,Yankubah Minteh,Midfield,2004-07-22,Gambia,Feyenoord
21,215554,Gjivai Zechiël,Midfield,2004-06-01,Netherlands,Feyenoord
22,3819,Alireza Jahanbakhsh,Offence,1993-08-11,Iran,Feyenoord
23,7690,Calvin Stengs,Offence,1998-12-18,Netherlands,Feyenoord
24,39635,Santiago Giménez,Offence,2001-04-18,Mexico,Feyenoord
25,119460,Ayase Ueda,Offence,1998-09-10,Japan,Feyenoord
26,119703,Igor Paixão,Offence,2000-06-28,Brazil,Feyenoord
27,214587,Leo Sauer,Offence,2005-12-16,Slovakia,Feyenoord
0,7373,Mattijs Branderhorst,Goalkeeper,1993-12-31,Netherlands,Utrecht
1,7483,Thijmen Nijhuis,Goalkeeper,1998-07-25,Netherlands,Utrecht
2,157656,Kevin Gadellaa,Goalkeeper,2003-03-08,Netherlands,Utrecht
3,172447,Devin Remie,Goalkeeper,2003-03-13,Netherlands,Utrecht
4,176010,Andreas Dithmer,Goalkeeper,2005-08-01,Denmark,Utrecht
5,180855,Vassilis Barkas,Goalkeeper,1994-05-30,Greece,Utrecht
6,204,Tim Handwerker,Defence,1998-05-19,Germany,Utrecht
7,7254,Hidde ter Avest,Defence,1997-05-20,Netherlands,Utrecht
8,7487,Mark van der Maarel,Defence,1989-08-12,Netherlands,Utrecht
9,7548,Nick Viergever,Defence,1989-08-03,Netherlands,Utrecht
10,7970,Mike van der Hoorn,Defence,1992-10-15,Netherlands,Utrecht
11,115370,Niklas Vesterlund,Defence,1999-06-06,Denmark,Utrecht
12,125524,Souffian El Karouani,Defence,2000-10-19,Morocco,Utrecht
13,130171,Yannick Leliendal,Defence,2002-04-23,Netherlands,Utrecht
14,157655,Joshua Mukeh,Defence,2003-09-01,Netherlands,Utrecht
15,184642,Ryan Flamingo,Defence,2002-12-31,Netherlands,Utrecht
16,215426,Rickson van Hees,Defence,2002-07-21,USA,Utrecht
17,3703,Zakaria Labyad,Midfield,1993-03-09,Morocco,Utrecht
18,7447,Bart Ramselaar,Midfield,1996-06-29,Netherlands,Utrecht
19,7470,Jens Toornstra,Midfield,1989-04-04,Netherlands,Utrecht
20,16909,Othman Boussaid,Midfield,2000-03-07,Belgium,Utrecht
21,24118,Jeppe Okkels,Midfield,1999-07-27,Denmark,Utrecht
22,67901,Victor Jensen,Midfield,2000-02-08,Denmark,Utrecht
23,144423,Can Bozdogan,Midfield,2001-04-05,Germany,Utrecht
24,144600,Taylor Booth,Midfield,2001-05-31,USA,Utrecht
25,170782,Oscar Fraulo,Midfield,2003-12-06,Denmark,Utrecht
26,176642,Zidane Iqbal,Midfield,2003-04-27,Iraq,Utrecht
27,176976,Ivar Jenner,Midfield,2004-01-10,Indonesia,Utrecht
28,217997,Silas Andersen,Midfield,2004-06-13,Denmark,Utrecht
29,7455,Sam Lammers,Offence,1997-04-30,Netherlands,Utrecht
30,9880,Ole Romeny,Offence,2000-06-20,Netherlands,Utrecht
31,44463,Isac Lidberg,Offence,1998-09-08,Sweden,Utrecht
32,128715,Marouan Azarkan,Offence,2001-12-08,Netherlands,Utrecht
33,136381,Anthony Descotte,Offence,2003-08-03,Belgium,Utrecht
34,190426,Jesse van de Haar,Offence,2005-01-26,Netherlands,Utrecht
35,182186,Adrian Blake,Midfielder,2005-07-15,England,Utrecht
36,182032,Wessel Kooy,Defender,2005-01-09,Netherlands,Utrecht
0,6,Géronimo Rulli,Goalkeeper,1992-05-20,Argentina,Ajax
1,7578,Remko Pasveer,Goalkeeper,1983-11-08,Netherlands,Ajax
2,117476,Diant Ramaj,Goalkeeper,2001-09-19,Germany,Ajax
3,117505,Jay Gorter,Goalkeeper,2000-05-30,Netherlands,Ajax
4,166154,Charlie Setford,Goalkeeper,2004-05-11,England,Ajax
5,175970,Tom de Graaff,Goalkeeper,2004-12-10,Netherlands,Ajax
6,10208,Borna Sosa,Defence,1998-01-21,Croatia,Ajax
7,70093,Jakov Medić,Defence,1998-09-07,Croatia,Ajax
8,115536,Sivert Mannsverk,Defence,2002-05-08,Norway,Ajax
9,134835,Josip Šutalo,Defence,2000-02-28,Croatia,Ajax
10,140850,Gastón Ávila,Defence,2001-09-30,Argentina,Ajax
11,149173,Devyne Rensch,Defence,2003-01-18,Netherlands,Ajax
12,150656,Ahmetcan Kaplan,Defence,2003-01-16,Turkey,Ajax
13,176975,Olivier Aertssen,Defence,2004-08-07,Netherlands,Ajax
14,177978,Tristan Gooijer,Defence,2004-09-02,Netherlands,Ajax
15,184716,Anton Gaaei,Defence,2002-11-19,Denmark,Ajax
16,189477,Jorrel Hato,Defence,2006-03-07,Netherlands,Ajax
17,3320,Jordan Henderson,Midfield,1990-06-17,England,Ajax
18,53397,Branco van den Boomen,Midfield,1995-07-21,Netherlands,Ajax
19,97537,Kenneth Taylor,Midfield,2002-05-16,Netherlands,Ajax
20,157120,Kian Fitz-Jim,Midfield,2003-07-05,Netherlands,Ajax
21,167635,Kristian Hlynsson,Midfield,2004-01-23,Iceland,Ajax
22,168705,Amourricho van Axel Dongen,Midfield,2004-09-29,Netherlands,Ajax
23,177330,Silvano Vos,Midfield,2005-03-16,Netherlands,Ajax
24,177333,Gabriel Misehouy,Midfield,2005-07-18,Netherlands,Ajax
25,178014,Julian Brandes,Midfield,2004-05-11,Netherlands,Ajax
26,189280,Benjamin Tahirovic,Midfield,2003-03-03,Bosnia-Herzegovina,Ajax
27,189574,Mika Godts,Midfield,2005-06-07,Belgium,Ajax
28,191049,David Kalokoh,Midfield,2005-04-21,Netherlands,Ajax
29,7453,Steven Bergwijn,Offence,1997-10-08,Netherlands,Ajax
30,7478,Steven Berghuis,Offence,1991-12-19,Netherlands,Ajax
31,9053,Chuba Akpom,Offence,1995-10-09,England,Ajax
32,97535,Brian Brobbey,Offence,2002-02-01,Netherlands,Ajax
33,149120,Ar'jany Martha,Offence,2003-09-04,Netherlands,Ajax
34,176952,Jaydon Banel,Offence,2004-10-19,Netherlands,Ajax
35,213655,Julian Rijkhoff,Offence,2005-01-25,Netherlands,Ajax
36,214423,Forbs,Offence,2004-03-19,Portugal,Ajax
0,7437,Eloy Room,Goalkeeper,1989-02-06,Curaçao,Vitesse
1,9956,Markus Schubert,Goalkeeper,1998-06-12,Germany,Vitesse
2,217712,Tom Bramel,Goalkeeper,2005-07-24,Netherlands,Vitesse
3,532,Carlens Arcus,Defence,1996-06-28,Haiti,Vitesse
4,7440,Nicolas Isimat-Mirin,Defence,1991-11-15,France,Vitesse
5,10139,Melle  Meulensteen,Defence,1999-07-04,Netherlands,Vitesse
6,37784,Mica Pinto,Defence,1993-06-04,Luxembourg,Vitesse
7,142195,Dominik Oroz,Defence,2000-10-29,Croatia,Vitesse
8,150932,Enzo Cornelisse,Defence,2002-06-29,Netherlands,Vitesse
9,157263,Ramon Hendriks,Defence,2001-07-18,Netherlands,Vitesse
10,214149,Mats Egbring,Defence,2006-09-17,Netherlands,Vitesse
11,214155,Giovanni van Zwam,Defence,2004-01-02,Netherlands,Vitesse
12,244595,Kaya Symons,Defence,2005-03-31,Netherlands,Vitesse
13,7450,Marco van Ginkel,Midfield,1992-12-01,Netherlands,Vitesse
14,8275,Davy Pröpper,Midfield,1991-09-02,Netherlands,Vitesse
15,118654,Kacper Kozłowski,Midfield,2003-10-16,Poland,Vitesse
16,150632,Daan Huisman,Midfield,2002-07-26,Netherlands,Vitesse
17,154111,Mathijs Tielemans,Midfield,2002-04-26,Netherlands,Vitesse
18,167447,Paxten Aaronson,Midfield,2003-08-26,USA,Vitesse
19,176693,Gyan de Regt,Midfield,2003-08-18,Netherlands,Vitesse
20,189609,Miliano Jonathans,Midfield,2004-04-05,Netherlands,Vitesse
21,214156,Jordi Altena,Midfield,2003-12-04,Netherlands,Vitesse
22,244646,Naygiro Sambo,Midfield,2004-01-21,Curaçao,Vitesse
23,666,Amine Boutrah,Offence,2000-10-26,France,Vitesse
24,7607,Thomas Buitink,Offence,2000-06-14,Netherlands,Vitesse
25,50332,Toni Domgjoni,Offence,1998-09-04,Kosovo,Vitesse
26,154107,Fodé Fofana,Offence,2002-10-26,Netherlands,Vitesse
27,176746,Mexx Meerdink,Offence,2003-07-24,Netherlands,Vitesse
28,177170,Joel Persson,Offence,2003-01-15,Sweden,Vitesse
29,177846,Simon van Duivenbooden,Offence,2002-05-11,Netherlands,Vitesse
30,242552,Andy Visser,Offence,,Netherlands,Vitesse
31,244466,Anis Moussa,Offence,2002-02-11,Algeria,Vitesse
32,183427,Adrian Mazilu,Forward,2005-09-13,Romania,Vitesse
0,3403,Maty Ryan,Goalkeeper,1992-04-08,Australia,AZ
1,53417,Hobie Verhulst,Goalkeeper,1993-04-02,Netherlands,AZ
2,149175,Sem Westerveld,Goalkeeper,2002-07-18,Netherlands,AZ
3,150752,Daniel Deen,Goalkeeper,2003-02-13,Netherlands,AZ
4,177331,Tristan Kuijsten,Goalkeeper,2005-01-16,Netherlands,AZ
5,218388,Kiyani Zeggen,Goalkeeper,2006-10-15,Netherlands,AZ
6,7949,Bruno Martins Indi,Defence,1992-02-08,Netherlands,AZ
7,9428,Riechedly Bazoer,Defence,1996-10-12,Netherlands,AZ
8,48670,Yukinari Sugawara,Defence,2000-06-28,Japan,AZ
9,67899,Mees De Wit,Defence,1998-04-17,Netherlands,AZ
10,136163,Denso Kasius,Defence,2002-10-06,Netherlands,AZ
11,166900,Alexandre Penetra,Defence,2001-09-09,Portugal,AZ
